date_time,temperature,humidity,light
2025-10-13 08:19:00,25.34,72.08,1949.1
2025-10-13 08:20:00,24.86,73.44,2012.4
2025-10-13 08:21:00,24.99,72.97,2009.9
2025-10-13 08:22:00,25.6,71.87,2014.9
2025-10-13 08:23:00,25.19,72.19,2050.8
2025-10-13 08:24:00,25.1,73.22,1966.6
2025-10-13 08:25:00,24.97,72.53,2007.4
2025-10-13 08:26:00,24.58,74.11,2055.8
2025-10-13 08:27:00,25.4,72.14,2091.6
2025-10-13 08:28:00,25.23,71.99,2077.5
2025-10-13 08:29:00,24.66,73.62,2040.8
2025-10-13 08:30:00,24.79,74.01,2015.8
2025-10-13 08:31:00,25.27,72.33,1851.6
2025-10-13 08:32:00,25.1,73.01,1680.8
2025-10-13 08:33:00,25.81,71.04,1549.1
2025-10-13 08:34:00,25.17,72.51,1445.0
2025-10-13 08:35:00,25.81,71.56,1343.3
2025-10-13 08:36:00,25.77,71.12,1264.1
2025-10-13 08:37:00,26.1,70.97,1208.3
2025-10-13 08:38:00,25.86,71.53,1140.0
2025-10-13 08:39:00,25.67,71.79,1059.1
2025-10-13 08:40:00,25.55,72.06,986.6
2025-10-13 08:41:00,26.39,70.55,933.3
2025-10-13 08:42:00,25.96,71.54,904.9
2025-10-13 08:43:00,25.77,71.98,863.3
2025-10-13 08:44:00,25.3,72.66,829.1
2025-10-13 08:45:00,25.81,71.8,842.4
2025-10-13 08:46:00,26.06,71.01,899.9
2025-10-13 08:47:00,26.12,71.08,993.3
2025-10-13 08:48:00,25.72,71.94,1080.8
2025-10-13 08:49:00,25.85,71.87,1080.8
2025-10-13 08:50:00,26.13,71.6,1005.8
2025-10-13 08:51:00,26.33,70.89,934.1
2025-10-13 08:52:00,26.36,70.64,933.3
2025-10-13 08:53:00,25.58,72.26,1011.6
2025-10-13 08:54:00,25.33,73.22,1123.3
2025-10-13 08:55:00,25.14,73.5,1195.8
2025-10-13 08:56:00,26.2,71.24,1217.5
2025-10-13 08:57:00,25.17,72.99,1160.0
2025-10-13 08:58:00,25.52,72.51,1042.5
2025-10-13 08:59:00,25.72,72.44,932.4
2025-10-13 09:00:00,25.48,72.67,881.6
2025-10-13 09:01:00,25.3,73.11,915.8
2025-10-13 09:02:00,25.17,73.44,1068.3
2025-10-13 09:03:00,25.6,72.65,1308.3
2025-10-13 09:04:00,25.16,73.94,1554.9
2025-10-13 09:05:00,25.99,72.01,1746.6
2025-10-13 09:06:00,25.81,72.3,1855.8
2025-10-13 09:07:00,25.1,73.78,1870.8
2025-10-13 09:08:00,25.62,72.97,1860.8
2025-10-13 09:09:00,25.68,72.75,1886.6
2025-10-13 09:10:00,25.75,72.83,1974.9
2025-10-13 09:11:00,25.68,72.87,2090.8
2025-10-13 09:12:00,25.26,73.74,2197.5
2025-10-13 09:13:00,25.99,72.37,2296.6
2025-10-13 09:14:00,25.92,71.81,2320.0
